"word","stateWD","lifespan","nsense","nchange"
"copper-bottom_v","non-obsolete words",184,1,1
"copperize_v","non-obsolete words",131,1,1
"copperplate_v","non-obsolete words",202,1,1
"coppice_v","non-obsolete words",472,2,2
"co-precipitate_v","non-obsolete words",92,1,1
"co-produce_v","non-obsolete words",313,1,1
"copse_v1","non-obsolete words",407,1,1
"copse_v2","non-obsolete words",449,2,2
"copulate_v","non-obsolete words",392,3,5
"copy_v1","non-obsolete words",637,8,9
"copycat_v","non-obsolete words",92,1,1
"copy-edit_v","non-obsolete words",71,1,1
"copy-fit_v","non-obsolete words",76,1,1
"copygraph_v","non-obsolete words",124,1,1
"copy-read_v","non-obsolete words",79,1,1
"copyright_v","non-obsolete words",146,1,1
"copy-type_v","non-obsolete words",68,1,1
"coquet_v","non-obsolete words",324,6,7
"co-quicken_v","non-obsolete words",347,1,1
"co-raise_v","non-obsolete words",347,1,1
"coral_v","non-obsolete words",376,1,1
"corallize_v","non-obsolete words",134,1,1
"corbel_v","non-obsolete words",165,2,2
"cord_v1","non-obsolete words",594,5,5
"cordelle_v","non-obsolete words",212,1,1
"cordialize_v","non-obsolete words",384,4,5
"cordon_v","non-obsolete words",463,3,5
"corduroy_v","non-obsolete words",162,2,2
"core_v","non-obsolete words",427,6,8
"co-rebel_v","non-obsolete words",313,1,1
"co-redeem_v","non-obsolete words",159,1,1
"co-rejoice_v","non-obsolete words",313,1,1
"co-resign_v","non-obsolete words",313,1,1
"co-resort_v","non-obsolete words",346,1,1
"corinthianize_v","non-obsolete words",214,1,1
"cork_v1","non-obsolete words",444,5,7
"cork_v3","non-obsolete words",340,1,1
"cork_v4","non-obsolete words",248,1,1
"corkscrew_v","non-obsolete words",187,5,5
"corn_v","non-obsolete words",568,8,11
"corner_v","non-obsolete words",637,11,11
"corner-flag_v","non-obsolete words",62,1,1
"cornhole_v","non-obsolete words",104,1,1
"cornice_v","non-obsolete words",280,1,1
"cornify_v","non-obsolete words",413,2,3
"corn-law_v","non-obsolete words",181,1,1
"cornute_v","non-obsolete words",427,2,2
"corollarize_v","non-obsolete words",158,1,1
"coronate_v","non-obsolete words",401,1,1
"coronet_v","non-obsolete words",211,1,1
"corporate_v","non-obsolete words",626,4,7
"corporatize_v","non-obsolete words",114,2,2
"corporealize_v","non-obsolete words",191,1,1
"corpse_v","non-obsolete words",165,3,3
"corrade_v","non-obsolete words",404,2,3
"corradiate_v","non-obsolete words",224,1,1
"corral_v","non-obsolete words",178,4,4
"correct_v","non-obsolete words",684,13,16
"correlate_v","non-obsolete words",282,4,4
"correspond_v","non-obsolete words",495,11,18
"corroborate_v","non-obsolete words",494,8,12
"corroboree_v","non-obsolete words",194,1,1
"corrode_v","non-obsolete words",624,8,10
"corrugate_v","non-obsolete words",404,2,2
"corrupt_v","non-obsolete words",642,15,19
"corset_v","non-obsolete words",89,1,1
"corslet_v","non-obsolete words",399,1,1
"coruscate_v","non-obsolete words",319,2,2
"cose_v","non-obsolete words",167,1,1
"co-seat_v","non-obsolete words",347,1,1
"cosh_v","non-obsolete words",102,1,1
"cosher_v1","non-obsolete words",390,1,1
"cosher_v2","non-obsolete words",163,1,1
"cosher_v3","non-obsolete words",191,1,1
"co-sleep_v","non-obsolete words",58,1,1
"coslettize_v","non-obsolete words",116,1,1
"cosmetic_v","non-obsolete words",127,1,1
"cosmeticize_v","non-obsolete words",200,1,1
"cosmize_v","non-obsolete words",140,1,1
"cosmogonize_v","non-obsolete words",161,1,1
"cosmographize_v","non-obsolete words",432,1,1
"cosmopolitanize_v","non-obsolete words",148,1,1
"co-spire_v","non-obsolete words",313,1,1
"coss_v","non-obsolete words",541,1,1
"cosset_v","non-obsolete words",365,2,2
"cost_v","non-obsolete words",640,8,10
"cost-account_v","non-obsolete words",110,1,1
"co-star_v","non-obsolete words",128,4,4
"costean_v","non-obsolete words",185,1,1
"costume_v","non-obsolete words",222,1,1
"co-suffer_v","non-obsolete words",421,1,1
"co-sustain_v","non-obsolete words",313,1,1
"cosy_v","non-obsolete words",126,3,4
"cot_v1","non-obsolete words",220,2,2
"cot_v2","non-obsolete words",148,1,1
"cot_v3","non-obsolete words",288,1,1
"cotch_v","non-obsolete words",129,4,4
"cote_v1","non-obsolete words",469,2,2
"cote_v2","non-obsolete words",394,1,1
"coterie_v","non-obsolete words",218,1,1
"cothe_v","non-obsolete words",457,2,2
"cotillion_v","non-obsolete words",191,1,1
"cotise_v","non-obsolete words",452,1,1
"co-torment_v","non-obsolete words",313,1,1
"co-torture_v","non-obsolete words",313,1,1
"co-transfuse_v","non-obsolete words",313,1,1
"co-transpire_v","non-obsolete words",313,1,1
"co-transubstantiate_v","non-obsolete words",313,1,1
"cottage_v","non-obsolete words",176,2,2
"cotter_v1","non-obsolete words",375,1,1
"cotter_v2","non-obsolete words",243,4,4
"cotterel_v","non-obsolete words",277,1,1
"cotton_v1","non-obsolete words",536,11,13
"cotton_v2","non-obsolete words",370,1,1
"cottonize_v","non-obsolete words",173,1,1
"cotton-wool_v","non-obsolete words",167,1,1
"co-twist_v","non-obsolete words",191,1,1
"couch_v1","non-obsolete words",694,36,58
"couch_v2","non-obsolete words",178,1,1
"couch-surf_v","non-obsolete words",35,2,2
"coue_v","non-obsolete words",100,1,1
"cough_v1","non-obsolete words",699,13,15
"coul_v","non-obsolete words",213,1,1
"coulda_v","non-obsolete words",418,1,1
"co-unite_v","non-obsolete words",432,2,2
"counsel_v","non-obsolete words",734,8,11
"count_v","non-obsolete words",637,28,35
"countenance_v","non-obsolete words",538,8,14
"counter_v1","non-obsolete words",699,9,12
"counter_v3","non-obsolete words",181,1,1
"counter_v4","non-obsolete words",131,1,1
"counteract_v","non-obsolete words",330,3,4
"counter-advise_v","non-obsolete words",337,1,1
"counter-affirm_v","non-obsolete words",413,1,1
"counter-ambush_v","non-obsolete words",343,1,1
"counter-arch_v","non-obsolete words",239,1,1
"counter-argue_v","non-obsolete words",363,1,1
"counter-attack_v","non-obsolete words",108,1,1
"counterbalance_v","non-obsolete words",421,3,4
"counter-band_v","non-obsolete words",376,1,1
"counter-batter_v","non-obsolete words",145,1,1
"counter-beat_v","non-obsolete words",413,1,1
"counterbore_v","non-obsolete words",134,1,1
"counter-bore_v","non-obsolete words",413,1,1
"counter-brace_v","non-obsolete words",157,1,1
"counter-brand_v","non-obsolete words",164,1,1
"counterbuff_v","non-obsolete words",445,1,1
"counterchange_v","non-obsolete words",426,5,6
"countercharge_v","non-obsolete words",413,4,5
"countercharm_v","non-obsolete words",440,1,1
"countercheck_v","non-obsolete words",437,2,3
"countercite_v","non-obsolete words",404,1,1
"counterclaim_v","non-obsolete words",143,1,1
"countercross_v","non-obsolete words",413,1,1
"counter-cross_v","non-obsolete words",413,1,1
"counter-dance_v","non-obsolete words",175,1,1
"counter-dash_v","non-obsolete words",413,1,1
"counter-dig_v","non-obsolete words",375,1,1
"counter-disengage_v","non-obsolete words",135,1,1
"counter-enamel_v","non-obsolete words",149,1,1
"counter-etch_v","non-obsolete words",100,1,1
"counter-extend_v","non-obsolete words",368,1,1
"counterfeit_v","non-obsolete words",734,18,30
"counter-fire_v","non-obsolete words",129,1,1
"counter-fix_v","non-obsolete words",428,1,1
"counter-gabion_n","non-obsolete words",413,1,1
"counter-garrison_v","non-obsolete words",501,1,1
"counter-gauge_v","non-obsolete words",155,1,1
"counter-gird_v","non-obsolete words",413,1,1
"counter-hem_v","non-obsolete words",137,1,1
"counter-influence_v","non-obsolete words",357,1,1
"counter-irritate_v","non-obsolete words",160,1,1
"counter-judge_v","non-obsolete words",381,1,1
"counterlath_v","non-obsolete words",298,1,1
"counter-lock_v","non-obsolete words",381,1,1
"countermand_v","non-obsolete words",594,10,16
"counter-manoeuvre_v","non-obsolete words",162,1,1
"countermarch_v","non-obsolete words",399,4,4
"countermark_v","non-obsolete words",413,1,1
"countermatch_v","non-obsolete words",437,2,3
"countermine_v","non-obsolete words",444,4,4
"counter-motion_v","non-obsolete words",185,1,1
"counter-move_v","non-obsolete words",134,1,1
"countermure_v","non-obsolete words",432,2,2
"counter-order_v","non-obsolete words",381,1,1
"counter-petition_v","non-obsolete words",335,1,1
"counter-plan_v","non-obsolete words",141,1,1
"counter-please_v","non-obsolete words",413,1,1
"counterplot_v","non-obsolete words",429,2,2
"counterpoint_v2","non-obsolete words",149,3,3
"counterpoise_v","non-obsolete words",650,8,11
"counterpose_v","non-obsolete words",388,2,2
"counter-post_v","non-obsolete words",370,1,1
"counter-pray_v","non-obsolete words",165,1,1
"counter-preach_v","non-obsolete words",401,1,1
"counterprove_v","non-obsolete words",345,2,3
"counterpunch_v","non-obsolete words",60,1,1
"counter-query_v","non-obsolete words",371,1,1
"counter-question_v","non-obsolete words",160,1,1
"counter-refer_v","non-obsolete words",282,1,1
"counter-revolutionize_v","non-obsolete words",197,1,1
"counter-roll_v","non-obsolete words",174,1,1
"counter-ruin_v","non-obsolete words",371,1,1
"counter-run_v","non-obsolete words",298,1,1
"counterscarp_v","non-obsolete words",413,1,1
"countersect_v","non-obsolete words",168,1,1
"counter-secure_v","non-obsolete words",357,2,2
"countershade_v","non-obsolete words",90,1,1
"counter-shine_v","non-obsolete words",378,1,1
"countersign_v","non-obsolete words",362,3,4
"countersink_v","non-obsolete words",209,2,2
"counterslope_v","non-obsolete words",196,1,1
"counterstain_v","non-obsolete words",129,1,1
"counter-state_v","non-obsolete words",363,1,1
"counter-strike_v","non-obsolete words",413,1,1
"counter-thwart_v","non-obsolete words",457,1,1
"counter-trench_v","non-obsolete words",413,1,1
"counter-tug_v","non-obsolete words",152,1,1
"countervail_v","non-obsolete words",644,9,14
"countervene_v","non-obsolete words",199,1,1
"counter-vote_v","non-obsolete words",383,1,1
"counterweigh_v","non-obsolete words",594,3,3
"counterwork_v","non-obsolete words",428,3,4
"countess_v","non-obsolete words",233,1,1
"countrify_v","non-obsolete words",174,1,1
"country-dance_v","non-obsolete words",283,1,1
"county-court_v","non-obsolete words",189,1,1
"coup_v1","non-obsolete words",724,2,3
"coup_v2","non-obsolete words",724,2,3
"coup_v3","non-obsolete words",624,3,4
"coupee_v","non-obsolete words",334,1,1
"couple_v","non-obsolete words",799,18,23
"couplet_v","non-obsolete words",285,1,1
"courant_v","non-obsolete words",399,2,3
"courier_v","non-obsolete words",189,3,3
"course_v","non-obsolete words",524,18,28
"course-correct_v","non-obsolete words",38,1,1
"court_v","non-obsolete words",494,11,14
"courtesan_v","non-obsolete words",370,1,1
"court-martial_v","non-obsolete words",229,1,1
"cousin_v","non-obsolete words",366,2,2
"co-vary_v","non-obsolete words",74,1,1
"cove_v","non-obsolete words",393,3,4
"covenant_v","non-obsolete words",694,6,8
"coventrate_v","non-obsolete words",84,1,1
"cover_v1","non-obsolete words",749,56,60
"cover-drive_v","non-obsolete words",64,1,1
"covet_v","non-obsolete words",774,14,19
"co-vibrate_v","non-obsolete words",143,1,1
"cow_v1","non-obsolete words",408,3,3
"cow_v2","non-obsolete words",517,2,2
"cowage_v","non-obsolete words",184,1,1
"cowardize_v","non-obsolete words",376,2,2
"cowboy_v","non-obsolete words",136,3,3
"cower_v","non-obsolete words",724,4,4
"cowhide_v","non-obsolete words",230,1,1
"cow-hunt_v","non-obsolete words",104,1,1
"cowl_v1","non-obsolete words",488,2,2
"co-work_v","non-obsolete words",411,1,1
"co-worship_v","non-obsolete words",417,1,1
"cow-pen_v","non-obsolete words",330,1,1
"cowpunch_v","non-obsolete words",140,1,1
"cow-skin_v","non-obsolete words",225,1,1
"cowther_v","non-obsolete words",425,1,1
"cox_v","non-obsolete words",104,1,1
"coxswain_v","non-obsolete words",151,1,1
"coy_v1","non-obsolete words",611,8,15
"coy-duck_v","non-obsolete words",136,1,1
"coze_v","non-obsolete words",216,2,3
"cozen_v","non-obsolete words",451,7,8
"crab_v1","non-obsolete words",263,3,6
"crab_v2","non-obsolete words",449,5,5
"crab_v3","non-obsolete words",399,5,7
"crab-harrow_v","non-obsolete words",180,1,1
"crab-sidle_v","non-obsolete words",221,1,1
"crack_v","non-obsolete words",724,44,50
"cracker_v","non-obsolete words",154,1,1
"crackle_v","non-obsolete words",524,6,9
"cradge_v","non-obsolete words",144,1,1
"cradle_v","non-obsolete words",624,11,12
"cradle-snatch_v","non-obsolete words",86,1,1
"craft_v","non-obsolete words",674,4,6
"crag_v1","non-obsolete words",253,1,1
"crake_v1","non-obsolete words",638,2,3
"cram_v","non-obsolete words",699,15,15
"cramble_v","non-obsolete words",454,3,4
"cram-jam_v","non-obsolete words",144,1,1
"cramp_v","non-obsolete words",470,13,18
"crample_v","non-obsolete words",199,1,1
"crane_v","non-obsolete words",454,6,6
"crank_v1","non-obsolete words",430,10,12
"crank_v2","non-obsolete words",197,1,1
"crankle_v","non-obsolete words",430,2,3
"cranny_v","non-obsolete words",599,2,3
"crap_v2","non-obsolete words",178,4,4
"crap_v3","non-obsolete words",133,1,1
"crape_v2","non-obsolete words",209,1,1
"crash_v","non-obsolete words",624,21,26
"crash-diet_v","non-obsolete words",66,1,1
"crash-dive_v","non-obsolete words",96,1,1
"crash-land_v","non-obsolete words",85,4,4
"crash-tackle_v","non-obsolete words",64,1,1
"crate_v","non-obsolete words",153,1,1
"crater_v","non-obsolete words",140,2,2
"craunch_v","non-obsolete words",392,2,2
"cravat_v","non-obsolete words",210,3,4
"crave_v","non-obsolete words",849,14,17
"craven_v","non-obsolete words",408,1,1
"craw_v2","non-obsolete words",366,1,1
"crawfish_v","non-obsolete words",176,1,1
"crawk_v","non-obsolete words",179,1,1
"crawl_v1","non-obsolete words",624,13,14
"craw-thump_v","non-obsolete words",222,1,1
"crayfish_v","non-obsolete words",124,1,1
"crayon_v","non-obsolete words",340,2,2
"crayonize_v","non-obsolete words",184,1,1
"craze_v","non-obsolete words",626,11,17
"crazy_v","non-obsolete words",443,2,3
"crazy-pave_v","non-obsolete words",84,1,1
"creagh_v","non-obsolete words",141,1,1
"creaght_v","non-obsolete words",414,1,1
"creak_v","non-obsolete words",699,6,7
"cream_v","non-obsolete words",584,14,14
"crease_v2","non-obsolete words",436,5,5
"create_v","non-obsolete words",619,10,10
"creaturize_v","non-obsolete words",372,1,1
"credence_v","non-obsolete words",495,1,1
"credential_v","non-obsolete words",164,1,1
"credibilize_v","non-obsolete words",158,1,1
"credit_v","non-obsolete words",483,17,20
"credit-squeeze_v","non-obsolete words",81,1,1
"cree_v2","non-obsolete words",404,3,3
"creel_v","non-obsolete words",471,3,3
"creem_v","non-obsolete words",351,3,3
"creep_v","non-obsolete words",849,22,25
"creesh_v","non-obsolete words",303,1,1
"cremate_v","non-obsolete words",135,1,1
"crenate_v","non-obsolete words",156,1,1
"crenel_v","non-obsolete words",327,2,3
"crenellate_v","non-obsolete words",173,1,1
"creolize_v","non-obsolete words",222,3,4
"creosote_v","non-obsolete words",178,1,1
"crepe_v","non-obsolete words",206,1,1
"crepitate_v","non-obsolete words",401,3,4
"crescendo_v","non-obsolete words",124,1,1
"crescent_v","non-obsolete words",215,1,1
"crest_v","non-obsolete words",584,6,6
"cretify_v","non-obsolete words",165,1,1
"cretinize_v","non-obsolete words",178,1,1
"crevasse_v","non-obsolete words",169,1,1
"crew_v","non-obsolete words",89,1,1
"crewel_v","non-obsolete words",155,1,1
"crib_v","non-obsolete words",524,12,13
"crib-bite_v","non-obsolete words",180,1,1
"cribble_v","non-obsolete words",466,1,1
"crick_v1","non-obsolete words",423,1,1
"crick_v2","non-obsolete words",174,1,1
"crick-crack_v","non-obsolete words",174,1,1
"cricket_v","non-obsolete words",215,1,1
"crickle_v","non-obsolete words",175,1,1
"crimble_v","non-obsolete words",267,1,1
"crime_v","non-obsolete words",474,1,1
"criminalize_v","non-obsolete words",377,2,2
"criminate_v","non-obsolete words",387,3,3
"crimp_v1","non-obsolete words",626,9,9
"crimp_v3","non-obsolete words",235,1,1
"crimple_v","non-obsolete words",584,3,3
"crimson_v","non-obsolete words",415,2,2
"crinch_v","non-obsolete words",216,1,1
"crine_v","non-obsolete words",511,2,2
"cringe_v","non-obsolete words",799,6,8
"cringle_v","non-obsolete words",420,6,8
"crink_v1","non-obsolete words",243,1,1
"crink_v2","non-obsolete words",203,2,2
